OID_;OBJECTID;IDESTACION;FECHAACTUA;MODO;CODIGOESTA;DENOMINACI;SITUACION;CODIGOCTME;CODIGOEMPR;DENOMINA_1;MODOINTERC;CODIGOINTE;TIPO;CODIGOPROV;CODIGOMUNI;CODIGOENTI;CODIGONUCL;CODIGOVIA;TIPOVIA;PARTICULA;NOMBREVIA;TIPONUMERO;NUMEROPORT;CALIFICADO;CARRETERA;CODIGOPOST;DISTRITO;SECCIONCEN;BARRIO;TESELA;SECTORURBA;SECTOR;CORREDOR;CORONATARI;CORONA123;ZONATRANSP;ENCUESTADO;ENCUESTAAF;HOJA25000;ACONDICION;ACONDICI_1;FECHAALTA;FECHAINICI;FECHAFIN;X;Y;GRADOACCES;SITUACIONC;DENOMINA_2;INTERURBAN;INTERURB_1;LINEAS;POINT_Y;POINT_X
154;155;4_61;20240628;4;61;GOYA;I;30;408; ;91;61;U;28;79;7901;790101;02608;Calle;de;Goya;N;68; ; ;28001;4;19;42;T0798430;0790101468;1;1;A;1;079-04-075;75; ;559-2;2;3;19990405;19930701; ;442693;4475336;T; ; ; ; ;2, 4;40,42480541;-3,67684614
155;156;4_172;20240628;4;172;PRINCIPE DE VERGARA;I;31;912; ;93;301;U;28;79;7901;790101;02511;Calle;del;Príncipe de Vergara;N;12; ; ;28001;4;15;42;T0798453;0790101468;;1;A;1;079-04-075;75; ;559-2;2;3;19990405;19930701; ;442405;4475268;T; ; ; ; ;2, 9;40,42417596;-3,68023987
156;157;4_194;20240628;4;194;GREGORIO MARAÑON;I;142;1008; ;92;223;U;28;79;7901;790101;04049;Calle;de;Miguel Ángel;N;29; ; ;28010;7;93;74;T0796658;0790101293;;6;A;1;079-07-135;135; ;559-1;2;3;19990405;19980101; ;441481;4476758;T; ; ; ; ;7, 10;40,43753407;-3,6912676
157;158;4_91;20240628;4;91;PUERTA DE TOLEDO;I;91;518; ;93;55;U;28;79;7901;790101;04981;Gta;de;Puerta de Toledo;N;1; ; ;28005;1;22;12;T07910174;0790101566;;5;A;1;079-01-022;22; ;559-3;2;3;19990405;19930701; ;439776;4473386;N; ; ; ; ;5;40,40703576;-3,71104645
158;159;4_259;20240628;4;259;ARGANZUELA-PLANETARIO;S;259;608; ;93;143;U;28;79;7901;790101;00895;Calle;del;Bronce;N;1;A; ;28045;2;52;25;T07911957;0790101618;;4;A;1;079-02-040;40; ;559-3;2;3;20070129;20070126; ;441666;4471824;T; ; ; ; ;6;40,39310271;-3,68864035
159;160;4_255;20240628;4;255;CARABANCHEL ALTO;I;255;1105; ;93;161;U;28;79;7901;790101;02496;Avda;de;Carabanchel Alto;N;40; ; ;28054;11;139;116;T07914816;0790101807;;4;A;2;079-11-306;306; ;559-3;2;3;20061213;20061101; ;436276;4469526;T; ; ; ; ;11;40,37200242;-3,75190634
160;161;4_140;20240628;4;140;CARTAGENA;I;140;709; ;93;167;U;28;79;7901;790101;00312;Avda;de;América;N;35; ; ;28002;5;33;52;T0796388;0790101360;;1;A;1;079-05-103;103; ;559-2;2;3;19990405;19930701; ;443104;4476946;N; ; ; ; ;7;40,4393375;-3,6721516
161;162;4_139;20240628;4;139;PARQUE DE LAS AVENIDAS;I;139;708; ;93;289;U;28;79;7901;790101;00902;Avda;de;Bruselas;N;56; ; ;28028;4;82;44;T0796479;0790101400;;1;A;1;079-04-069;69; ;559-2;2;3;19990405;19930701; ;443883;4476952;N; ; ; ; ;7;40,4394476;-3,66297058
162;163;4_86;20240628;4;86;CHUECA;I;86;513; ;93;170;U;28;79;7901;790101;01644;Plaza;de;Chueca;N;7; ; ;28004;1;81;14;T0798596;0790101324;;5;A;1;079-01-004;4; ;559-1;2;3;19990405;19930701; ;440930;4475141;N; ; ; ; ;5;40,42293318;-3,69761659
163;164;4_196;20240628;4;196;TRIBUNAL;I;10;1010; ;92;355;U;28;79;7901;790101;04502;Calle;de la;Palma;N;5; ; ;28004;1;101;15;T0798207;0790101321;;5;A;1;079-01-003;3; ;559-1;2;3;19990405;19930701; ;440554;4475484;T; ; ; ; ;1, 10;40,4259952;-3,70207775
164;165;4_197;20240628;4;197;PLAZA DE ESPAÑA;I;50;1011; ;92;64;U;28;79;7901;790101;05172;Calle;de los;Reyes;N;10; ; ;28015;1;111;15;T0798396;0790101318;;5;A;1;079-01-007;7; ;559-1;2;3;19990405;19930701; ;439906;4475278;T; ; ; ; ;2, 3, 10;40,42408689;-3,70969871
165;166;4_145;20240628;4;145;ISLAS FILIPINAS;I;145;714; ;93;238;U;28;79;7901;790101;01263;Calle;de;Cea Bermúdez;N;54; ; ;28003;7;127;76;T0796439;0790101278;;6;A;1;079-07-126;126; ;559-1;2;3;19990430;19930701; ;439577;4476943;T; ; ; ; ;7;40,43906821;-3,71372864
166;167;4_169;20240628;4;169;CRUZ DEL RAYO;I;169;909; ;93;179;U;28;79;7901;790101;02511;Calle;del;Príncipe de Vergara;N;138; ; ;28002;5;43;53;T0795757;0790101364;;1;A;1;079-05-097;97; ;559-2;2;3;19990405;19930701; ;442594;4477497;N; ; ; ; ;9;40,44426588;-3,67821411
167;168;4_17;20240628;4;17;MENENDEZ PELAYO;I;17;117; ;93;272;U;28;79;7901;790101;01357;Avda;de la;Ciudad de Barcelona;N;23; ; ;28007;3;5;31;T07910481;0790101710;;3;A;1;079-03-060;60; ;559-4;2;3;19990405;19930701; ;442325;4473079;N; ; ; ; ;1;40,40445052;-3,68097942
168;169;4_173;20240628;4;173;IBIZA;I;173;913; ;93;236;U;28;79;7901;790101;02844;Calle;de;Ibiza;N;1; ; ;28009;3;59;34;T0799034;0790101472;;3;A;1;079-03-048;48; ;559-2;2;3;19990405;19930701; ;442541;4474625;N; ; ; ; ;9;40,41839121;-3,67857511
169;170;4_136;20240628;4;136;ASCAO;I;136;705; ;93;146;U;28;79;7901;790101;00621;Calle;de;Ascao;N;29; ; ;28017;15;50;152;T0797470;0790101452;;1;A;2;079-15-420;420; ;559-2;2;3;19990405;19930701; ;445734;4475912;N; ; ; ; ;7;40,43020553;-3,64105571
170;171;4_87;20240628;4;87;GRAN VIA;I;11;514; ;93;222;U;28;79;7901;790101;03097;Calle; ;Gran Vía;N;23; ; ;28013;1;117;16;T0798905;0790101328;;5;A;1;079-01-014;14; ;559-1;2;3;19990405;19930701; ;440572;4474817;T; ; ; ; ;1, 5;40,41998662;-3,70180393
171;172;4_289;20240628;4;289;LA RAMBLA;I;289;756; ;93;252;U;28;49;4901;490101;A0132;Calle; ;Honduras;N;2; ; ;28823;2;4;;T049174;0490101013;;2;B1;3;049-006;899; ;559-2;2;3;20070507;20070101; ;453630;4475298;T; ; ; ; ;7;40,42514349;-3,54792383
172;173;4_287;20240628;4;287;BARRIO DEL PUERTO;I;287;754; ;93;157;U;28;49;4901;490101;A0101;Avda;de;España;N;8; ; ;28821;1;20;;T049324;0490101009;;2;B1;3;049-009;902; ;559-2;2;3;20070507;20070101; ;451824;4475015;T; ; ; ; ;7;40,42249687;-3,56918847
173;174;4_290;20240628;4;290;SAN FERNANDO;I;290;757; ;93;332;U;28;130;13002;1300201;00037;Calle;de;Gonzalo de Córdoba;N;24; ; ;28830;1;1;;T130234;1300201002;;2;B1;3;130-008;929; ;559-2;2;3;20070507;20070101; ;454691;4475210;T; ; ; ; ;7;40,42441225;-3,53541452
174;175;4_291;20240628;4;291;JARAMA;I;291;758; ;93;239;U;28;130;13002;1300201;00235;Plaza; ;Guernica;N;1; ; ;28830;1;6;;T130227;1300201008;;2;B1;3;130-008;929; ;559-2;2;3;20070507;20070101; ;455531;4475043;T; ; ; ; ;7;40,42295481;-3,52549376
175;176;4_292;20240628;4;292;HENARES;I;292;759; ;93;226;U;28;130;13002;1300201;00502;Avda;de;Algorta;N;12; ; ;28830;1;15;191;T130336;1300201009;;2;B1;3;130-009;930; ;solape;2;3;20070507;20070101; ;455385;4474468;T; ; ; ; ;7;40,41776949;-3,52717835
176;177;4_294;20240628;4;294;LAS SUERTES;I;294;129; ;93;257;U;28;79;7901;790101;C0381;Calle;de;Cañada del Santísimo;N;45; ; ;28031;18;49;181;T07915560;0790101A15;;3;A;2;079-18-515;515; ;559-4;2;3;20070511;20070101; ;449206;4468453;T; ; ; ; ;1;40,36322803;-3,59953269
177;178;4_295;20240628;4;295;VALDECARROS;I;295;130; ;93;362;U;28;79;7901;790101;C0380;Avda;del;Ensanche de Vallecas;N;120;A; ;28031;18;52;181;T07915692;0790101A15;;3;A;2;079-18-517;517; ;559-4;2;3;20070511;20070101; ;449744;4468099;T; ; ; ; ;1;40,36006813;-3,59316035
178;179;4_8;20240628;4;8;IGLESIA;I;8;108; ;93;237;U;28;79;7901;790101;04829;Gta;del;Pintor Sorolla;N;2; ; ;28010;7;65;73;T0796943;0790101298;;6;A;1;079-07-133;133; ;559-1;2;3;19990405;19930701; ;440825;4476473;T; ; ; ; ;1;40,43492348;-3,69897999
179;180;4_25;20240628;4;25;SIERRA DE GUADALUPE;I;25;125; ;91;49;U;28;79;7901;790101;09429;Avda;de la;Democracia;N;1; ; ;28031;13;128;134;T07913672;0790101776;3;3;A;2;079-13-350;350; ;559-4;2;3;19990430;19930701; ;447082;4470570;T; ; ; ; ;1;40,38216425;-3,62471747
180;181;4_11;20240628;4;11;GRAN VIA;I;11;111; ;93;222;U;28;79;7901;790101;03097;Calle; ;Gran Vía;N;23; ; ;28013;1;117;16;T0798905;0790101328;;5;A;1;079-01-014;14; ;559-1;2;3;19990405;19930701; ;440572;4474820;T; ; ; ; ;1, 5;40,42000828;-3,70180415
181;182;4_262;20240628;4;262;BAMBU;I;262;152; ;93;152;U;28;79;7901;790101;00710;Calle;del;Bambú;N;14; ; ;28036;5;94;56;T0791371;0790101A01;;1;A;1;079-05-083;83; ;559-2;2;3;20070409;20070101; ;442778;4481109;T; ; ; ; ;1;40,47681536;-3,67636744
182;183;4_144;20240628;4;144;CANAL;I;41;713; ;93;163;U;28;79;7901;790101;01263;Calle;de;Cea Bermúdez;N;1; ; ;28003;7;121;76;T0796509;0790101281;;6;A;1;079-07-128;128; ;559-1;2;3;19990405;19930701; ;440327;4476897;T; ; ; ; ;2, 7;40,43870251;-3,70488899
183;184;4_277;20240628;4;277;RONDA DE LA COMUNICACION;I;277;1054; ;93;321;U;28;79;7901;790101;C0619;Ronda;de la;Comunicación;N;22; ; ;28050;8;128;86;T079273;0790101996;;7;A;2;079-08-153;153; ;534-4;2;3;20070424;20070101; ;443963;4485398;T; ; ; ; ;10;40,51553465;-3,6627651
184;185;4_55;20240628;4;55;SAN BERNARDO;I;39;402; ;93;325;U;28;79;7901;790101;05292;Gta;de;Ruiz Jiménez;N;5; ; ;28015;7;50;73;T0797624;0790101297;;6;A;1;079-07-138;138; ;559-1;2;3;19990405;19930701; ;440252;4475894;N; ; ; ; ;2, 4;40,42966246;-3,70567379
185;186;4_56;20240628;4;56;BILBAO;I;9;403; ;93;160;U;28;79;7901;790101;05315;Calle;de;Sagasta;N;5; ; ;28004;7;73;73;T0797776;0790101297;;6;A;1;079-07-139;139; ;559-1;2;3;19990405;19930701; ;440636;4475801;T; ; ; ; ;1, 4;40,42885031;-3,70113818
186;187;4_195;20240628;4;195;ALONSO MARTINEZ;I;57;1009; ;92;133;U;28;79;7901;790101;03672;Calle;de;Manuel González Longoria;N;14; ; ;28010;7;72;73;T0797834;0790101296;;6;A;1;079-07-139;139; ;559-1;2;3;19990405;19930701; ;441035;4475762;N; ; ; ; ;4, 5, 10;40,42852603;-3,69643189
187;188;4_85;20240628;4;85;ALONSO MARTINEZ;I;57;512; ;92;133;U;28;79;7901;790101;00224;Calle;de;Almagro;N;4; ; ;28010;7;75;74;T0797902;0790101295;;6;A;1;079-07-140;140; ;559-1;2;3;19990405;19930701; ;441155;4475733;N; ; ; ; ;4, 5, 10;40,42828258;-3,6950229
188;189;4_46;20240628;4;46;EMBAJADORES;I;46;304; ;92;10;U;28;79;7901;790101;01925;Gta;de;Embajadores;N;10; ; ;28012;1;39;12;T07910437;0790101612;1;5;A;1;079-01-022;22; ;559-3;2;3;19990405;19930701; ;440485;4473168;T; ; ; ; ;3, 5;40,40512727;-3,7026805
189;190;4_125;20240628;4;125;MONCLOA;I;53;623; ;90;14;U;28;79;7901;790101;04213;Paseo;de;Moret;N;1; ; ;28008;9;28;92;T0796952;0790101305;5;6;A;2;079-09-227;227; ;559-1;2;3;19990405;19930701; ;439089;4476492;T; ; ; ; ;3, 6;40,43496631;-3,71945001
190;191;4_100;20240628;4;100;ALUCHE;E;100;527; ;90;1;U;28;79;7901;790101;08718;Calle;de;Valmojado;N;293; ; ;28047;10;91;104;T07912935;0790101642;3;5;A;2;079-10-256;256; ;559-3;2;3;19990405;19930701; ;435534;4471045;T; ; ; ; ;5;40,38562862;-3,76080381
191;192;4_92;20240628;4;92;ACACIAS;I;46;519; ;92;10;U;28;79;7901;790101;00022;Paseo;de las;Acacias;N;20; ; ;28005;2;20;22;T07910480;0790101567;1;4;A;1;079-02-028;28; ;559-3;2;3;19990405;19930701; ;440147;4473032;N; ; ; ; ;3, 5;40,40387164;-3,70664109
192;193;4_110;20240628;4;110;LEGAZPI;I;43;607; ;92;11;U;28;79;7901;790101;03410;Plaza;de;Legazpi;N;2;B; ;28045;2;100;24;T07912296;0790101625;1;4;A;1;079-02-041;41; ;559-3;2;3;19990405;19930701; ;441120;4471613;T; ; ; ; ;3, 6;40,39115776;-3,69505137
193;194;4_43;20240628;4;43;LEGAZPI;I;43;301; ;92;11;U;28;79;7901;790101;03410;Plaza;de;Legazpi;N;2;B; ;28045;2;47;23;T07912258;0790101624;1;4;A;1;079-02-038;38; ;559-3;2;3;19990405;19930701; ;441114;4471612;T; ; ; ; ;3, 6;40,391155;-3,69511369
194;195;4_127;20240628;4;127;PRINCIPE PIO;I;127;625; ;90;18;U;28;79;7901;790101;02239;Paseo;de la;Florida;N;2; ; ;28008;9;10;91;T0798149;0790101315;1;6;A;2;079-09-230;230; ;559-1;2;3;19990405;19930701; ;439002;4474950;P; ; ; ; ;6, 10, R;40,42106885;-3,72032356
195;196;4_198;20240628;4;198;PRINCIPE PIO;I;127;1012; ;90;18;U;28;79;7901;790101;02239;Paseo;de la;Florida;N;2; ; ;28008;9;10;91;T0798149;0790101315;1;6;A;2;079-09-230;230; ;559-1;2;3;19990405;19940101; ;439002;4474946;P; ; ; ; ;6, 10, R;40,42103069;-3,72032627
196;197;4_238;20240628;4;238;PRINCIPE PIO;I;127;2; ;90;18;U;28;79;7901;790101;02239;Paseo;de la;Florida;N;2; ; ;28008;9;10;91;T0798149;0790101315;1;6;A;2;079-09-230;230; ;559-1;2;3;19990405;19940101; ;439002;4474942;P; ; ; ; ;6, 10, R;40,42099494;-3,72032589
197;198;4_187;20240628;4;187;FUENCARRAL;I;187;1001; ;93;440;U;28;79;7901;790101;02384;Calle;de la;Fuente Chica;N;21; ; ;28034;8;122;86;T079856;0790101062;;7;A;2;079-08-162;162; ;559-1;2;3;19990405;19980101; ;441399;4483147;N; ; ; ; ;10;40,49508516;-3,69283123
198;199;4_191;20240628;4;191;CUZCO;I;191;1005; ;93;180;U;28;79;7901;790101;01213;Paseo;de la;Castellana;N;162; ; ;28046;5;69;54;T0794193;0790101263;;1;A;1;079-05-092;92; ;559-1;2;3;19990405;19980101; ;441619;4479076;N; ; ; ; ;10;40,45842142;-3,68985075
199;200;4_192;20240628;4;192;SANTIAGO BERNABEU;I;192;1006; ;92;342;U;28;79;7901;790101;01213;Paseo;de la;Castellana;N;97; ; ;28046;5;4;51;T0794957;0790101265;;1;A;1;079-05-096;96; ;559-1;2;3;19990405;19980101; ;441569;4478317;N; ; ; ; ;10;40,45158918;-3,69037935
200;201;4_2;20240628;4;2;VALDEACEDERAS;I;2;102; ;93;360;U;28;79;7901;790101;00886;Calle;de;Bravo Murillo;N;332; ; ;28020;6;69;63;T0793479;0790101126;;6;A;1;079-06-112;112; ;559-1;2;3;19990405;19930701; ;441183;4479745;N; ; ; ; ;1;40,46442418;-3,69506204
201;202;4_205;20240628;4;205;PUERTA DEL SUR;I;205;1021; ;92;307;U;28;7;701;70101;02477;Avda;de la;Libertad;N;2; ; ;28924;2;28;;T007474;0070101034;;5;B1;3;007-011;654; ;559-3;2;3;20030120;20030101; ;431138;4466601;T; ; ; ; ;10, 12;40,34524288;-3,81211074
202;203;4_204;20240628;4;204;JOAQUIN VILUMBRALES;I;204;1020; ;93;240;U;28;7;701;70101;02477;Avda;de la;Libertad;N;13; ; ;28925;2;21;;T007336;0070101020;;5;B1;3;007-012;655; ;559-3;2;3;20030120;20030101; ;431560;4467108;T; ; ; ; ;10;40,3498481;-3,80720128
203;204;4_207;20240628;4;207;ABRANTES;I;207;1102; ;93;431;U;28;79;7901;790101;00017;Avda;de;Abrantes;N;77; ; ;28025;11;168;117;T07913568;0790101657;;4;A;2;079-11-296;296; ;559-3;2;3;19990405;19930701; ;438322;4470489;T; ; ; ; ;11;40,38083362;-3,72790025
204;205;4_208;20240628;4;208;PAN BENDITO;I;208;1103; ;93;288;U;28;79;7901;790101;00017;Avda;de;Abrantes;N;289; ; ;28025;11;158;117;T07914219;0790101654;;4;A;2;079-11-302;302; ;559-3;2;3;19990405;19930701; ;437786;4469942;T; ; ; ; ;11;40,37586864;-3,73416886
205;206;4_21;20240628;4;21;PORTAZGO;I;21;121; ;93;302;U;28;79;7901;790101;00130;Avda;de la;Albufera;N;131; ; ;28018;13;86;133;T07912258;0790101A01;;3;A;1;079-13-358;358; ;559-4;2;3;19990405;19930701; ;444208;4471756;T; ; ; ; ;1;40,39266056;-3,65867771
206;207;4_210;20240628;4;210;PARQUE LISBOA;I;210;1202; ;93;293;U;28;7;701;70101;02522;Calle;de;Porto Lagos;N;7; ; ;28924;2;1;;T007279;0070101013;;5;B1;3;007-010;653; ;559-3;2;3;20030120;20030101; ;430371;4467101;T; ; ; ; ;12;40,34968728;-3,82119573
207;208;4_212;20240628;4;212;PARQUE OESTE;I;212;1204; ;93;294;U;28;7;701;70101;02606;Calle;de;Estambul;N;5; ; ;28922;1;17;;T007303;0070101029;;5;B1;3;007-008;651; ;559-3;2;3;20030120;20030101; ;427977;4466703;T; ; ; ; ;12;40,34589438;-3,84933862
208;209;4_213;20240628;4;213;UNIVERSIDAD REY JUAN CARLOS;I;213;1205; ;92;357;U;28;92;9201;920101;A0368;Calle; ;Tulipán;N;2; ; ;28933;2;34;;T092114;0920101065;;5;B2;3;092-004;782; ;558-4;2;3;20030120;20030101; ;426025;4465526;T; ; ; ; ;12;40,33512298;-3,87217961
209;210;4_215;20240628;4;215;PRADILLO;I;215;1207; ;93;304;U;28;92;9201;920101;A0004;Calle;de;Agustina de Aragón;N;23; ; ;28931;4;1;;T092404;0920101008;;5;B2;3;092-017;795; ;581-2;2;3;20030120;20030101; ;426630;4464028;T; ; ; ; ;12;40,32167697;-3,8648894
210;211;4_104;20240628;4;104;LAGUNA;I;104;601; ;92;83;U;28;79;7901;790101;01597;Calle;de;Cuart de Poblet;N;1; ; ;28047;10;6;101;T07911131;0790101911;3;5;A;1;079-10-264;264; ;559-3;2;3;19990405;19930701; ;436948;4472543;T; ; ; ; ;6;40,39922963;-3,74428872
211;212;4_216;20240628;4;216;HOSPITAL DE MOSTOLES;I;216;1208; ;92;231;U;28;92;9201;920101;A0325;Calle;del;Río Sella;N;10; ; ;28934;4;25;;T092569;0920101057;;5;B2;3;092-024;802; ;581-2;2;3;20030120;20030101; ;425790;4463464;T; ; ; ; ;12;40,31652428;-3,87471248
212;213;4_224;20240628;4;224;CONSERVATORIO;I;224;1218; ;93;177;U;28;65;6503;650301;A0074;Avda;de las;Arcas del Agua;N;5; ; ;28905;3;26;;T0651135;0650301004;;4;B1;3;065-027;731; ;582-1;2;3;20030120;20030101; ;436724;4460780;T; ; ; ; ;12;40,29324385;-3,74576104
213;214;4_218;20240628;4;218;LORANCA;I;218;1210; ;93;260;U;28;58;5805;580501;A0015;Calle;de la;Alegría;N;4; ; ;28942;9;5;;T058165;0580501001;;4;B2;3;058-003;678; ;582-1;2;3;20030120;20030101; ;428915;4461245;T; ; ; ; ;12;40,29681266;-3,83768346
214;215;4_219;20240628;4;219;HOSPITAL DE FUENLABRADA;I;219;1212; ;92;230;U;28;58;5801;580102;A0319;Cmno;del;Molino;N;3; ; ;28942;7;7;;T058439;0580102039;;4;B2;3;058-014;689; ;582-1;2;3;20030120;20030101; ;430711;4460001;T; ; ; ; ;12;40,28575549;-3,81641681
215;216;4_220;20240628;4;220;PARQUE EUROPA;I;220;1213; ;93;292;U;28;58;5801;580102;A0179;Calle;de;Francia;N;34; ; ;28943;7;9;;T058510;0580102015;;4;B2;3;058-016;691; ;582-1;2;3;20030120;20030101; ;431569;4459929;T; ; ; ; ;12;40,2851757;-3,80632299
216;217;4_324;20240628;4;324;AVENIDA DE GUADALAJARA;I;324;254; ;93;148;U;28;79;7901;790101;10627;Avda;de;Guadalajara;N;110; ; ;28032;20;109;204;T0798699;0790101488;;2;A;1;079-20-571;571; ;559-2;2;3;20110318;20110316; ;448187;4475028;T; ; ; ; ;2;40,42239358;-3,61206461
217;218;4_325;20240628;4;325;LAS ROSAS;I;325;255; ;93;256;U;28;79;7901;790101;45387;Paseo;de;Ginebra;N;35; ; ;28022;20;106;205;T0798496;0790101956;;2;A;1;079-20-572;572; ;559-2;2;3;20110318;20110316; ;448931;4475173;T; ; ; ; ;2;40,42374843;-3,6033056
218;219;4_111;20240628;4;111;MENDEZ ALVARO;I;111;609; ;90;13;U;28;79;7901;790101;11713;Calle;del;Ombu;N;16; ; ;28045;2;83;27;T07911253;0790101720;1;4;A;1;079-02-044;44; ;559-4;2;3;19990405;19930701; ;442559;4472070;N; ; ; ; ;6;40,3953756;-3,67814151
219;220;4_96;20240628;4;96;OPORTO;I;96;523; ;92;16;U;28;79;7901;790101;07986;Gta;del;Valle de Oro;N;13; ; ;28019;11;32;112;T07912607;0790101656;3;4;A;2;079-11-283;283; ;559-3;2;3;19990405;19930701; ;438039;4471339;N; ; ; ; ;5, 6;40,38846476;-3,73132331
220;221;4_106;20240628;4;106;OPORTO;I;96;603; ;92;16;U;28;79;7901;790101;07986;Gta;del;Valle de Oro;N;2; ; ;28019;11;32;112;T07912607;0790101656;3;4;A;2;079-11-283;283; ;559-3;2;3;19990405;19930701; ;438044;4471339;N; ; ; ; ;5, 6;40,38846752;-3,73126411
221;222;4_45;20240628;4;45;PALOS DE LA FRONTERA;I;45;303; ;93;287;U;28;79;7901;790101;09110;Calle;de;Palos de la Frontera;N;33; ; ;28045;2;74;26;T07910691;0790101613;;4;A;1;079-02-030;30; ;559-3;2;3;19990405;19930701; ;441200;4472935;T; ; ; ; ;3;40,40307228;-3,69423268
222;223;4_41;20240628;4;41;CANAL;I;41;214; ;93;163;U;28;79;7901;790101;00886;Calle;de;Bravo Murillo;N;40; ; ;28015;7;26;72;T0796585;0790101300;;6;A;1;079-07-132;132; ;559-1;2;3;19990405;19930701; ;440374;4476864;T; ; ; ; ;2, 7;40,438413;-3,70433457
223;224;4_40;20240628;4;40;QUEVEDO;I;40;213; ;93;309;U;28;79;7901;790101;05041;Gta;de;Quevedo;N;1; ; ;28015;7;55;73;T0797174;0790101298;;6;A;1;079-07-138;138; ;559-1;2;3;19990405;19930701; ;440369;4476288;N; ; ; ; ;2;40,43321732;-3,70433286
224;225;4_222;20240628;4;222;PARQUE DE LOS ESTADOS;I;222;1215; ;93;290;U;28;58;5801;580102;A0506;Calle;de;Venezuela;N;2; ; ;28945;2;4;;T058471;0580102013;;4;B2;3;058-019;694; ;582-1;2;3;20030120;20030101; ;433215;4460099;T; ; ; ; ;12;40,2868358;-3,78697404
225;226;4_223;20240628;4;223;ARROYO CULEBRO;I;223;1217; ;93;142;U;28;65;6503;650301;A0420;Paseo;de;Juan José Rosón;N;1; ; ;28905;3;32;;T0651262;0650301041;;4;B1;3;065-027;731; ;582-1;2;3;20030120;20030101; ;435780;4460288;T; ; ; ; ;12;40,28874177;-3,75682336
226;227;4_225;20240628;4;225;ALONSO DE MENDOZA;I;225;1219; ;93;132;U;28;65;6503;650301;A0354;Calle;del;Greco;N;6; ; ;28904;3;1;;T065978;0650301017;;4;B1;3;065-022;726; ;582-1;2;3;20030120;20030101; ;437507;4461613;T; ; ; ; ;12;40,30081396;-3,73663697
227;228;4_227;20240628;4;227;JUAN DE LA CIERVA;I;227;1221; ;93;241;U;28;65;6503;650301;A0277;Avda;de;España;N;20; ; ;28903;4;21;;T065574;0650301049;;4;B1;3;065-012;716; ;582-1;2;3;20030120;20030101; ;438740;4462823;T; ; ; ; ;12;40,31180237;-3,72224012
228;229;4_229;20240628;4;229;LOS ESPARTALES;I;229;1223; ;93;261;U;28;65;6503;650301;A0634;Avda; ;Rigoberta Menchú;N;3; ; ;28903;2;19;;T065112;0650301047;;4;B1;3;065-003;707; ;582-1;2;3;20030120;20030101; ;439095;4464199;T; ; ; ; ;12;40,32422702;-3,71819786
229;230;4_23;20240628;4;23;ALTO DEL ARENAL;I;23;123; ;93;137;U;28;79;7901;790101;05687;Calle;de;Santillana del Mar;N;21; ; ;28038;13;145;135;T07912438;0790101734;;3;A;2;079-13-346;346; ;559-4;2;3;19990405;19930701; ;445348;4471427;T; ; ; ; ;1;40,38977101;-3,64521655
230;231;4_231;20240628;4;231;EL CARRASCAL;I;231;1225; ;93;204;U;28;74;7402;740201;A0370;Avda; ;Rey Juan Carlos I;N;85; ; ;28916;5;15;;T074574;0740201003;;4;B1;3;074-024;763; ;559-3;2;3;20030120;20030101; ;437239;4465592;T; ; ; ; ;12;40,33663824;-3,74018488
231;232;4_232;20240628;4;232;JULIAN BESTEIRO;I;232;1226; ;93;242;U;28;74;7402;740201;A0370;Avda; ;Rey Juan Carlos I;N;23;A; ;28915;4;15;;T074615;0740201021;;4;B1;3;074-017;756; ;solape;2;3;20030120;20030101; ;436177;4465391;T; ; ; ; ;12;40,33474911;-3,75265895
232;233;4_44;20240628;4;44;DELICIAS;I;44;302; ;92;181;U;28;79;7901;790101;01675;Paseo;de las;Delicias;N;60; ; ;28045;2;61;25;T07911125;0790101622;;4;A;1;079-02-039;39; ;559-3;2;3;19990405;19930701; ;441200;4472583;T; ; ; ; ;3;40,39990478;-3,69419962
233;234;4_233;20240628;4;233;CASA DEL RELOJ;I;233;1227; ;93;168;U;28;74;7402;740201;A0180;Avda; ;Gibraltar;N;11; ; ;28914;2;8;;T0741116;0740201027;;4;B1;3;074-028;767; ;582-1;2;3;20030120;20030101; ;435595;4464492;T; ; ; ; ;12;40,32660272;-3,75942499
234;235;4_236;20240628;4;236;SAN NICASIO;I;236;1230; ;93;338;U;28;74;7402;740201;A0246;Avda; ;Mar Mediterráneo;SN;SN; ; ;28918;3;18;;T074496;0740201022;;4;B1;3;074-008;747; ;559-3;2;3;20030120;20030101; ;434207;4465565;T; ; ; ; ;12;40,33616315;-3,77587363
235;236;4_24;20240628;4;24;MIGUEL HERNANDEZ;I;24;124; ;93;274;U;28;79;7901;790101;11256;Calle;de;León Felipe;N;4;A; ;28038;13;199;134;T07912642;0790101738;;3;A;2;079-13-348;348; ;559-4;2;3;19990405;19930701; ;445831;4471151;T; ; ; ; ;1;40,38731575;-3,6395099
236;237;4_253;20240628;4;253;EL CAPRICHO;I;253;551; ;93;202;U;28;79;7901;790101;10942;Calle;de;Pinos de Osuna;N;15; ; ;28042;21;1;211;T0794584;0790101497;;2;A;2;079-21-582;582; ;559-2;2;3;20061123;20061101; ;449742;4478467;T; ; ; ; ;5;40,45346833;-3,59401166
